algorithm,year,node,community_id,community_label,community_size,community_members,internal_edges,isolation_index,top_subsector,n_distressed,distressed_members,modularity_Q,subsector,defaulted
louvain,2022,PBF,8,Oilfield_Services,9,"BKR, COP, CVX, FTI, HAL, NOV, PBF, SLB, XOM",14,0.7777777777777778,Oilfield Services,0,,0.6181673996360516,Refining,False
louvain,2022,OXY,9,Integrated_Refining,6,"KMI, MPC, OVV, OXY, PXD, VLO",5,0.8333333333333334,E&P,0,,0.6181673996360516,Integrated Oil,False
louvain,2022,OVV,9,Integrated_Refining,6,"KMI, MPC, OVV, OXY, PXD, VLO",5,0.8333333333333334,E&P,0,,0.6181673996360516,E&P,False
louvain,2022,VLO,9,Integrated_Refining,6,"KMI, MPC, OVV, OXY, PXD, VLO",5,0.8333333333333334,E&P,0,,0.6181673996360516,Refining,False
louvain,2022,MPC,9,Integrated_Refining,6,"KMI, MPC, OVV, OXY, PXD, VLO",5,0.8333333333333334,E&P,0,,0.6181673996360516,Refining,False
louvain,2022,KMI,9,Integrated_Refining,6,"KMI, MPC, OVV, OXY, PXD, VLO",5,0.8333333333333334,E&P,0,,0.6181673996360516,Midstream,False
louvain,2022,PXD,9,Integrated_Refining,6,"KMI, MPC, OVV, OXY, PXD, VLO",5,0.8333333333333334,E&P,0,,0.6181673996360516,E&P,False
louvain,2022,EOG,3,E&P_Core,4,"EOG, EPD, FANG, MRO",3,0.375,E&P,0,,0.6181673996360516,E&P,False
louvain,2022,FANG,3,E&P_Core,4,"EOG, EPD, FANG, MRO",3,0.375,E&P,0,,0.6181673996360516,E&P,False
louvain,2022,EPD,3,E&P_Core,4,"EOG, EPD, FANG, MRO",3,0.375,E&P,0,,0.6181673996360516,Midstream,False
louvain,2022,MRO,3,E&P_Core,4,"EOG, EPD, FANG, MRO",3,0.375,E&P,0,,0.6181673996360516,E&P,False
louvain,2022,DVN,4,E&P_Core,2,"DVN, TRGP",1,1.0,E&P,0,,0.6181673996360516,E&P,False
louvain,2022,TRGP,4,E&P_Core,2,"DVN, TRGP",1,1.0,E&P,0,,0.6181673996360516,Midstream,False
louvain,2022,APA,5,E&P_Core,1,APA,0,0.0,E&P,0,,0.6181673996360516,E&P,False
louvain,2022,CTRA,11,Gas_Gathering_Processing,6,"CHK, CTRA, DK, EQT, LNG, WMB",6,0.6,Natural Gas,1,CHK,0.6181673996360516,E&P,False
louvain,2022,DK,11,Gas_Gathering_Processing,6,"CHK, CTRA, DK, EQT, LNG, WMB",6,0.6,Natural Gas,1,CHK,0.6181673996360516,Refining,False
louvain,2022,WMB,11,Gas_Gathering_Processing,6,"CHK, CTRA, DK, EQT, LNG, WMB",6,0.6,Natural Gas,1,CHK,0.6181673996360516,Midstream,False
louvain,2022,EQT,11,Gas_Gathering_Processing,6,"CHK, CTRA, DK, EQT, LNG, WMB",6,0.6,Natural Gas,1,CHK,0.6181673996360516,Natural Gas,False
louvain,2022,CHK,11,Gas_Gathering_Processing,6,"CHK, CTRA, DK, EQT, LNG, WMB",6,0.6,Natural Gas,1,CHK,0.6181673996360516,Natural Gas,True
louvain,2022,LNG,11,Gas_Gathering_Processing,6,"CHK, CTRA, DK, EQT, LNG, WMB",6,0.6,Natural Gas,1,CHK,0.6181673996360516,LNG,False
louvain,2022,PSX,10,Gas_Gathering_Processing,4,"ET, PSX, RRC, SWN",3,0.75,Natural Gas,1,SWN,0.6181673996360516,Refining,False
louvain,2022,ET,10,Gas_Gathering_Processing,4,"ET, PSX, RRC, SWN",3,0.75,Natural Gas,1,SWN,0.6181673996360516,Midstream,False
louvain,2022,RRC,10,Gas_Gathering_Processing,4,"ET, PSX, RRC, SWN",3,0.75,Natural Gas,1,SWN,0.6181673996360516,Natural Gas,False
louvain,2022,SWN,10,Gas_Gathering_Processing,4,"ET, PSX, RRC, SWN",3,0.75,Natural Gas,1,SWN,0.6181673996360516,Natural Gas,True
louvain,2022,OKE,12,Midstream_Liquids,1,OKE,0,0.0,Midstream,0,,0.6181673996360516,Midstream,False
louvain,2022,AM,0,Gas_Gathering_Processing,3,"AM, AR, HES",3,0.5,E&P,0,,0.6181673996360516,Midstream,False
louvain,2022,AR,0,Gas_Gathering_Processing,3,"AM, AR, HES",3,0.5,E&P,0,,0.6181673996360516,Natural Gas,False
louvain,2022,HES,0,Gas_Gathering_Processing,3,"AM, AR, HES",3,0.5,E&P,0,,0.6181673996360516,E&P,False
louvain,2022,CHRD,1,Community_1,1,CHRD,0,0.0,E&P,0,,0.6181673996360516,E&P,False
louvain,2022,DTM,2,Community_2,1,DTM,0,0.0,Midstream,0,,0.6181673996360516,Midstream,False
louvain,2022,MTDR,6,Community_6,1,MTDR,0,0.0,E&P,0,,0.6181673996360516,E&P,False
louvain,2022,PR,7,Community_7,1,PR,0,0.0,E&P,0,,0.6181673996360516,E&P,False
louvain,2023,XOM,8,Oilfield_Services,9,"BKR, COP, CVX, FTI, HAL, NOV, PBF, SLB, XOM",14,0.7777777777777778,Oilfield Services,0,,0.6243571595502051,Integrated Oil,False
louvain,2023,CVX,8,Oilfield_Services,9,"BKR, COP, CVX, FTI, HAL, NOV, PBF, SLB, XOM",14,0.7777777777777778,Oilfield Services,0,,0.6243571595502051,Integrated Oil,False
louvain,2023,COP,8,Oilfield_Services,9,"BKR, COP, CVX, FTI, HAL, NOV, PBF, SLB, XOM",14,0.7777777777777778,Oilfield Services,0,,0.6243571595502051,E&P,False
louvain,2023,SLB,8,Oilfield_Services,9,"BKR, COP, CVX, FTI, HAL, NOV, PBF, SLB, XOM",14,0.7777777777777778,Oilfield Services,0,,0.6243571595502051,Oilfield Services,False
louvain,2023,HAL,8,Oilfield_Services,9,"BKR, COP, CVX, FTI, HAL, NOV, PBF, SLB, XOM",14,0.7777777777777778,Oilfield Services,0,,0.6243571595502051,Oilfield Services,False
louvain,2023,BKR,8,Oilfield_Services,9,"BKR, COP, CVX, FTI, HAL, NOV, PBF, SLB, XOM",14,0.7777777777777778,Oilfield Services,0,,0.6243571595502051,Oilfield Services,False
louvain,2023,FTI,8,Oilfield_Services,9,"BKR, COP, CVX, FTI, HAL, NOV, PBF, SLB, XOM",14,0.7777777777777778,Oilfield Services,0,,0.6243571595502051,Oilfield Services,False
louvain,2023,NOV,8,Oilfield_Services,9,"BKR, COP, CVX, FTI, HAL, NOV, PBF, SLB, XOM",14,0.7777777777777778,Oilfield Services,0,,0.6243571595502051,Oilfield Services,False
louvain,2023,PBF,8,Oilfield_Services,9,"BKR, COP, CVX, FTI, HAL, NOV, PBF, SLB, XOM",14,0.7777777777777778,Oilfield Services,0,,0.6243571595502051,Refining,False
louvain,2023,OXY,1,Integrated_Refining,5,"KMI, MPC, OVV, OXY, VLO",4,0.8,Refining,0,,0.6243571595502051,Integrated Oil,False
louvain,2023,OVV,1,Integrated_Refining,5,"KMI, MPC, OVV, OXY, VLO",4,0.8,Refining,0,,0.6243571595502051,E&P,False
louvain,2023,VLO,1,Integrated_Refining,5,"KMI, MPC, OVV, OXY, VLO",4,0.8,Refining,0,,0.6243571595502051,Refining,False
louvain,2023,MPC,1,Integrated_Refining,5,"KMI, MPC, OVV, OXY, VLO",4,0.8,Refining,0,,0.6243571595502051,Refining,False
louvain,2023,KMI,1,Integrated_Refining,5,"KMI, MPC, OVV, OXY, VLO",4,0.8,Refining,0,,0.6243571595502051,Midstream,False
louvain,2023,EOG,6,E&P_Core,4,"EOG, EPD, FANG, MRO",3,0.42857142857142855,E&P,0,,0.6243571595502051,E&P,False
louvain,2023,FANG,6,E&P_Core,4,"EOG, EPD, FANG, MRO",3,0.42857142857142855,E&P,0,,0.6243571595502051,E&P,False
louvain,2023,EPD,6,E&P_Core,4,"EOG, EPD, FANG, MRO",3,0.42857142857142855,E&P,0,,0.6243571595502051,Midstream,False
louvain,2023,MRO,6,E&P_Core,4,"EOG, EPD, FANG, MRO",3,0.42857142857142855,E&P,0,,0.6243571595502051,E&P,False
louvain,2023,DVN,4,E&P_Core,2,"DVN, TRGP",1,1.0,E&P,0,,0.6243571595502051,E&P,False
louvain,2023,TRGP,4,E&P_Core,2,"DVN, TRGP",1,1.0,E&P,0,,0.6243571595502051,Midstream,False
louvain,2023,APA,5,E&P_Core,1,APA,0,0.0,E&P,0,,0.6243571595502051,E&P,False
louvain,2023,CTRA,10,Gas_Gathering_Processing,6,"CHK, CTRA, DK, EQT, LNG, WMB",6,0.6,Natural Gas,1,CHK,0.6243571595502051,E&P,False
louvain,2023,DK,10,Gas_Gathering_Processing,6,"CHK, CTRA, DK, EQT, LNG, WMB",6,0.6,Natural Gas,1,CHK,0.6243571595502051,Refining,False
louvain,2023,WMB,10,Gas_Gathering_Processing,6,"CHK, CTRA, DK, EQT, LNG, WMB",6,0.6,Natural Gas,1,CHK,0.6243571595502051,Midstream,False
louvain,2023,EQT,10,Gas_Gathering_Processing,6,"CHK, CTRA, DK, EQT, LNG, WMB",6,0.6,Natural Gas,1,CHK,0.6243571595502051,Natural Gas,False
louvain,2023,CHK,10,Gas_Gathering_Processing,6,"CHK, CTRA, DK, EQT, LNG, WMB",6,0.6,Natural Gas,1,CHK,0.6243571595502051,Natural Gas,True
louvain,2023,LNG,10,Gas_Gathering_Processing,6,"CHK, CTRA, DK, EQT, LNG, WMB",6,0.6,Natural Gas,1,CHK,0.6243571595502051,LNG,False
louvain,2023,PSX,9,Gas_Gathering_Processing,4,"ET, PSX, RRC, SWN",3,0.75,Natural Gas,1,SWN,0.6243571595502051,Refining,False
louvain,2023,ET,9,Gas_Gathering_Processing,4,"ET, PSX, RRC, SWN",3,0.75,Natural Gas,1,SWN,0.6243571595502051,Midstream,False
louvain,2023,RRC,9,Gas_Gathering_Processing,4,"ET, PSX, RRC, SWN",3,0.75,Natural Gas,1,SWN,0.6243571595502051,Natural Gas,False
louvain,2023,SWN,9,Gas_Gathering_Processing,4,"ET, PSX, RRC, SWN",3,0.75,Natural Gas,1,SWN,0.6243571595502051,Natural Gas,True
louvain,2023,OKE,11,Midstream_Liquids,1,OKE,0,0.0,Midstream,0,,0.6243571595502051,Midstream,False
louvain,2023,AM,12,Gas_Gathering_Processing,3,"AM, AR, HES",3,0.5,E&P,0,,0.6243571595502051,Midstream,False
louvain,2023,AR,12,Gas_Gathering_Processing,3,"AM, AR, HES",3,0.5,E&P,0,,0.6243571595502051,Natural Gas,False
louvain,2023,HES,12,Gas_Gathering_Processing,3,"AM, AR, HES",3,0.5,E&P,0,,0.6243571595502051,E&P,False
louvain,2023,PXD,13,Community_13,1,PXD,0,0.0,E&P,0,,0.6243571595502051,E&P,False
louvain,2023,CHRD,3,Community_3,1,CHRD,0,0.0,E&P,0,,0.6243571595502051,E&P,False
louvain,2023,DTM,7,Community_7,1,DTM,0,0.0,Midstream,0,,0.6243571595502051,Midstream,False
louvain,2023,MTDR,0,Community_0,1,MTDR,0,0.0,E&P,0,,0.6243571595502051,E&P,False
louvain,2023,PR,2,Community_2,1,PR,0,0.0,E&P,0,,0.6243571595502051,E&P,False
louvain,2024,XOM,8,Oilfield_Services,9,"BKR, COP, CVX, FTI, HAL, NOV, PBF, SLB, XOM",14,0.7777777777777778,Oilfield Services,0,,0.6243571595502051,Integrated Oil,False
louvain,2024,CVX,8,Oilfield_Services,9,"BKR, COP, CVX, FTI, HAL, NOV, PBF, SLB, XOM",14,0.7777777777777778,Oilfield Services,0,,0.6243571595502051,Integrated Oil,False
louvain,2024,COP,8,Oilfield_Services,9,"BKR, COP, CVX, FTI, HAL, NOV, PBF, SLB, XOM",14,0.7777777777777778,Oilfield Services,0,,0.6243571595502051,E&P,False
louvain,2024,SLB,8,Oilfield_Services,9,"BKR, COP, CVX, FTI, HAL, NOV, PBF, SLB, XOM",14,0.7777777777777778,Oilfield Services,0,,0.6243571595502051,Oilfield Services,False
louvain,2024,HAL,8,Oilfield_Services,9,"BKR, COP, CVX, FTI, HAL, NOV, PBF, SLB, XOM",14,0.7777777777777778,Oilfield Services,0,,0.6243571595502051,Oilfield Services,False
louvain,2024,BKR,8,Oilfield_Services,9,"BKR, COP, CVX, FTI, HAL, NOV, PBF, SLB, XOM",14,0.7777777777777778,Oilfield Services,0,,0.6243571595502051,Oilfield Services,False
louvain,2024,FTI,8,Oilfield_Services,9,"BKR, COP, CVX, FTI, HAL, NOV, PBF, SLB, XOM",14,0.7777777777777778,Oilfield Services,0,,0.6243571595502051,Oilfield Services,False
louvain,2024,NOV,8,Oilfield_Services,9,"BKR, COP, CVX, FTI, HAL, NOV, PBF, SLB, XOM",14,0.7777777777777778,Oilfield Services,0,,0.6243571595502051,Oilfield Services,False
louvain,2024,PBF,8,Oilfield_Services,9,"BKR, COP, CVX, FTI, HAL, NOV, PBF, SLB, XOM",14,0.7777777777777778,Oilfield Services,0,,0.6243571595502051,Refining,False
louvain,2024,OXY,1,Integrated_Refining,5,"KMI, MPC, OVV, OXY, VLO",4,0.8,Refining,0,,0.6243571595502051,Integrated Oil,False
louvain,2024,OVV,1,Integrated_Refining,5,"KMI, MPC, OVV, OXY, VLO",4,0.8,Refining,0,,0.6243571595502051,E&P,False
louvain,2024,VLO,1,Integrated_Refining,5,"KMI, MPC, OVV, OXY, VLO",4,0.8,Refining,0,,0.6243571595502051,Refining,False
louvain,2024,MPC,1,Integrated_Refining,5,"KMI, MPC, OVV, OXY, VLO",4,0.8,Refining,0,,0.6243571595502051,Refining,False
louvain,2024,KMI,1,Integrated_Refining,5,"KMI, MPC, OVV, OXY, VLO",4,0.8,Refining,0,,0.6243571595502051,Midstream,False
louvain,2024,EOG,6,E&P_Core,4,"EOG, EPD, FANG, MRO",3,0.42857142857142855,E&P,0,,0.6243571595502051,E&P,False
louvain,2024,FANG,6,E&P_Core,4,"EOG, EPD, FANG, MRO",3,0.42857142857142855,E&P,0,,0.6243571595502051,E&P,False
louvain,2024,EPD,6,E&P_Core,4,"EOG, EPD, FANG, MRO",3,0.42857142857142855,E&P,0,,0.6243571595502051,Midstream,False
louvain,2024,MRO,6,E&P_Core,4,"EOG, EPD, FANG, MRO",3,0.42857142857142855,E&P,0,,0.6243571595502051,E&P,False
louvain,2024,DVN,4,E&P_Core,2,"DVN, TRGP",1,1.0,E&P,0,,0.6243571595502051,E&P,False
louvain,2024,TRGP,4,E&P_Core,2,"DVN, TRGP",1,1.0,E&P,0,,0.6243571595502051,Midstream,False
louvain,2024,APA,5,E&P_Core,1,APA,0,0.0,E&P,0,,0.6243571595502051,E&P,False
louvain,2024,CTRA,10,Gas_Gathering_Processing,6,"CHK, CTRA, DK, EQT, LNG, WMB",6,0.6,Natural Gas,1,CHK,0.6243571595502051,E&P,False
louvain,2024,DK,10,Gas_Gathering_Processing,6,"CHK, CTRA, DK, EQT, LNG, WMB",6,0.6,Natural Gas,1,CHK,0.6243571595502051,Refining,False
louvain,2024,WMB,10,Gas_Gathering_Processing,6,"CHK, CTRA, DK, EQT, LNG, WMB",6,0.6,Natural Gas,1,CHK,0.6243571595502051,Midstream,False
louvain,2024,EQT,10,Gas_Gathering_Processing,6,"CHK, CTRA, DK, EQT, LNG, WMB",6,0.6,Natural Gas,1,CHK,0.6243571595502051,Natural Gas,False
louvain,2024,CHK,10,Gas_Gathering_Processing,6,"CHK, CTRA, DK, EQT, LNG, WMB",6,0.6,Natural Gas,1,CHK,0.6243571595502051,Natural Gas,True
louvain,2024,LNG,10,Gas_Gathering_Processing,6,"CHK, CTRA, DK, EQT, LNG, WMB",6,0.6,Natural Gas,1,CHK,0.6243571595502051,LNG,False
louvain,2024,PSX,9,Gas_Gathering_Processing,4,"ET, PSX, RRC, SWN",3,0.75,Natural Gas,1,SWN,0.6243571595502051,Refining,False
louvain,2024,ET,9,Gas_Gathering_Processing,4,"ET, PSX, RRC, SWN",3,0.75,Natural Gas,1,SWN,0.6243571595502051,Midstream,False
louvain,2024,RRC,9,Gas_Gathering_Processing,4,"ET, PSX, RRC, SWN",3,0.75,Natural Gas,1,SWN,0.6243571595502051,Natural Gas,False
louvain,2024,SWN,9,Gas_Gathering_Processing,4,"ET, PSX, RRC, SWN",3,0.75,Natural Gas,1,SWN,0.6243571595502051,Natural Gas,True
louvain,2024,OKE,11,Midstream_Liquids,1,OKE,0,0.0,Midstream,0,,0.6243571595502051,Midstream,False
louvain,2024,AM,12,Gas_Gathering_Processing,3,"AM, AR, HES",3,0.5,E&P,0,,0.6243571595502051,Midstream,False
louvain,2024,AR,12,Gas_Gathering_Processing,3,"AM, AR, HES",3,0.5,E&P,0,,0.6243571595502051,Natural Gas,False
louvain,2024,HES,12,Gas_Gathering_Processing,3,"AM, AR, HES",3,0.5,E&P,0,,0.6243571595502051,E&P,False
louvain,2024,PXD,13,Community_13,1,PXD,0,0.0,E&P,0,,0.6243571595502051,E&P,False
louvain,2024,CHRD,3,Community_3,1,CHRD,0,0.0,E&P,0,,0.6243571595502051,E&P,False
louvain,2024,DTM,7,Community_7,1,DTM,0,0.0,Midstream,0,,0.6243571595502051,Midstream,False
louvain,2024,MTDR,0,Community_0,1,MTDR,0,0.0,E&P,0,,0.6243571595502051,E&P,False
louvain,2024,PR,2,Community_2,1,PR,0,0.0,E&P,0,,0.6243571595502051,E&P,False
louvain,2025,XOM,8,Oilfield_Services,9,"BKR, COP, CVX, FTI, HAL, NOV, PBF, SLB, XOM",14,0.7777777777777778,Oilfield Services,0,,0.6419497458914242,Integrated Oil,False
louvain,2025,CVX,8,Oilfield_Services,9,"BKR, COP, CVX, FTI, HAL, NOV, PBF, SLB, XOM",14,0.7777777777777778,Oilfield Services,0,,0.6419497458914242,Integrated Oil,False
louvain,2025,COP,8,Oilfield_Services,9,"BKR, COP, CVX, FTI, HAL, NOV, PBF, SLB, XOM",14,0.7777777777777778,Oilfield Services,0,,0.6419497458914242,E&P,False
louvain,2025,SLB,8,Oilfield_Services,9,"BKR, COP, CVX, FTI, HAL, NOV, PBF, SLB, XOM",14,0.7777777777777778,Oilfield Services,0,,0.6419497458914242,Oilfield Services,False
louvain,2025,HAL,8,Oilfield_Services,9,"BKR, COP, CVX, FTI, HAL, NOV, PBF, SLB, XOM",14,0.7777777777777778,Oilfield Services,0,,0.6419497458914242,Oilfield Services,False
louvain,2025,BKR,8,Oilfield_Services,9,"BKR, COP, CVX, FTI, HAL, NOV, PBF, SLB, XOM",14,0.7777777777777778,Oilfield Services,0,,0.6419497458914242,Oilfield Services,False
louvain,2025,FTI,8,Oilfield_Services,9,"BKR, COP, CVX, FTI, HAL, NOV, PBF, SLB, XOM",14,0.7777777777777778,Oilfield Services,0,,0.6419497458914242,Oilfield Services,False
louvain,2025,NOV,8,Oilfield_Services,9,"BKR, COP, CVX, FTI, HAL, NOV, PBF, SLB, XOM",14,0.7777777777777778,Oilfield Services,0,,0.6419497458914242,Oilfield Services,False
louvain,2025,PBF,8,Oilfield_Services,9,"BKR, COP, CVX, FTI, HAL, NOV, PBF, SLB, XOM",14,0.7777777777777778,Oilfield Services,0,,0.6419497458914242,Refining,False
louvain,2025,OXY,6,Integrated_Refining,5,"KMI, MPC, OVV, OXY, VLO",4,1.0,Refining,0,,0.6419497458914242,Integrated Oil,False
louvain,2025,OVV,6,Integrated_Refining,5,"KMI, MPC, OVV, OXY, VLO",4,1.0,Refining,0,,0.6419497458914242,E&P,False
louvain,2025,VLO,6,Integrated_Refining,5,"KMI, MPC, OVV, OXY, VLO",4,1.0,Refining,0,,0.6419497458914242,Refining,False
louvain,2025,MPC,6,Integrated_Refining,5,"KMI, MPC, OVV, OXY, VLO",4,1.0,Refining,0,,0.6419497458914242,Refining,False
louvain,2025,KMI,6,Integrated_Refining,5,"KMI, MPC, OVV, OXY, VLO",4,1.0,Refining,0,,0.6419497458914242,Midstream,False
louvain,2025,EOG,2,E&P_Core,4,"EOG, EPD, FANG, MRO",3,0.42857142857142855,E&P,0,,0.6419497458914242,E&P,False
louvain,2025,FANG,2,E&P_Core,4,"EOG, EPD, FANG, MRO",3,0.42857142857142855,E&P,0,,0.6419497458914242,E&P,False
louvain,2025,EPD,2,E&P_Core,4,"EOG, EPD, FANG, MRO",3,0.42857142857142855,E&P,0,,0.6419497458914242,Midstream,False
louvain,2025,MRO,2,E&P_Core,4,"EOG, EPD, FANG, MRO",3,0.42857142857142855,E&P,0,,0.6419497458914242,E&P,False
louvain,2025,DVN,4,E&P_Core,2,"DVN, TRGP",1,1.0,E&P,0,,0.6419497458914242,E&P,False
louvain,2025,TRGP,4,E&P_Core,2,"DVN, TRGP",1,1.0,E&P,0,,0.6419497458914242,Midstream,False
louvain,2025,APA,5,E&P_Core,1,APA,0,0.0,E&P,0,,0.6419497458914242,E&P,False
louvain,2025,CTRA,10,Gas_Gathering_Processing,6,"CHK, CTRA, DK, EQT, LNG, WMB",6,0.6,Natural Gas,1,CHK,0.6419497458914242,E&P,False
louvain,2025,DK,10,Gas_Gathering_Processing,6,"CHK, CTRA, DK, EQT, LNG, WMB",6,0.6,Natural Gas,1,CHK,0.6419497458914242,Refining,False
louvain,2025,WMB,10,Gas_Gathering_Processing,6,"CHK, CTRA, DK, EQT, LNG, WMB",6,0.6,Natural Gas,1,CHK,0.6419497458914242,Midstream,False
louvain,2025,EQT,10,Gas_Gathering_Processing,6,"CHK, CTRA, DK, EQT, LNG, WMB",6,0.6,Natural Gas,1,CHK,0.6419497458914242,Natural Gas,False
louvain,2025,CHK,10,Gas_Gathering_Processing,6,"CHK, CTRA, DK, EQT, LNG, WMB",6,0.6,Natural Gas,1,CHK,0.6419497458914242,Natural Gas,True
louvain,2025,LNG,10,Gas_Gathering_Processing,6,"CHK, CTRA, DK, EQT, LNG, WMB",6,0.6,Natural Gas,1,CHK,0.6419497458914242,LNG,False
louvain,2025,PSX,9,Gas_Gathering_Processing,4,"ET, PSX, RRC, SWN",3,0.75,Natural Gas,1,SWN,0.6419497458914242,Refining,False
louvain,2025,ET,9,Gas_Gathering_Processing,4,"ET, PSX, RRC, SWN",3,0.75,Natural Gas,1,SWN,0.6419497458914242,Midstream,False
louvain,2025,RRC,9,Gas_Gathering_Processing,4,"ET, PSX, RRC, SWN",3,0.75,Natural Gas,1,SWN,0.6419497458914242,Natural Gas,False
louvain,2025,SWN,9,Gas_Gathering_Processing,4,"ET, PSX, RRC, SWN",3,0.75,Natural Gas,1,SWN,0.6419497458914242,Natural Gas,True
louvain,2025,OKE,11,Midstream_Liquids,1,OKE,0,0.0,Midstream,0,,0.6419497458914242,Midstream,False
louvain,2025,AM,12,Gas_Gathering_Processing,3,"AM, AR, HES",3,0.5,E&P,0,,0.6419497458914242,Midstream,False
louvain,2025,AR,12,Gas_Gathering_Processing,3,"AM, AR, HES",3,0.5,E&P,0,,0.6419497458914242,Natural Gas,False
louvain,2025,HES,12,Gas_Gathering_Processing,3,"AM, AR, HES",3,0.5,E&P,0,,0.6419497458914242,E&P,False
louvain,2025,PXD,13,Community_13,1,PXD,0,0.0,E&P,0,,0.6419497458914242,E&P,False
louvain,2025,CHRD,3,Community_3,1,CHRD,0,0.0,E&P,0,,0.6419497458914242,E&P,False
louvain,2025,DTM,7,Community_7,1,DTM,0,0.0,Midstream,0,,0.6419497458914242,Midstream,False
louvain,2025,MTDR,0,Community_0,1,MTDR,0,0.0,E&P,0,,0.6419497458914242,E&P,False
louvain,2025,PR,1,Community_1,1,PR,0,0.0,E&P,0,,0.6419497458914242,E&P,False
